:ID,:LABEL,age,career_stage,district_id,expertise,gender,name,name_kn,risk_level,role
VIC-VIC-FIR-BLR-2021-00138-000,Person,25,,,,M,Ravi Kumar,,,victim
VIC-VIC-FIR-BSD-2021-00014-000,Person,57,,,,M,Gaurav Krishnamurthy,,,victim
VIC-VIC-FIR-BSD-2021-00014-001,Person,29,,,,F,Deepa Patil,,,victim
VIC-VIC-FIR-BLG-2021-00027-000,Person,37,,,,F,Meera Bhat,,,victim
VIC-VIC-FIR-BLG-2021-00027-001,Person,38,,,,F,Jyothi Naik,,,victim
VIC-VIC-FIR-BLG-2021-00027-002,Person,23,,,,M,Manjunath Verma,,,victim
VIC-VIC-FIR-SHV-2021-00014-000,Person,43,,,,M,Kiran Kumar,,,victim
VIC-VIC-FIR-SHV-2021-00014-001,Person,35,,,,M,Tejas Ayyar,,,victim
VIC-VIC-FIR-BSD-2021-00015-000,Person,68,,,,F,Amala Shetty,,,victim
VIC-VIC-FIR-BSD-2021-00015-001,Person,34,,,,F,Rekha Desai,,,victim
VIC-VIC-FIR-BSD-2021-00015-002,Person,46,,,,M,Nagaraj Lingayat,,,victim
VIC-VIC-FIR-BDR-2021-00011-000,Person,22,,,,M,Yogesh Aras,,,victim
VIC-VIC-FIR-BDR-2021-00011-001,Person,35,,,,M,Naveen Kamath,,,victim
VIC-VIC-FIR-BDR-2021-00011-002,Person,55,,,,F,Sneha Vokkaliga,,,victim
VIC-VIC-FIR-BLR2-2021-00021-000,Person,43,,,,F,Priya Adiga,,,victim
VIC-VIC-FIR-DVG-2021-00016-000,Person,73,,,,F,Seeta Raju,,,victim
VIC-VIC-FIR-UDR-2021-00024-000,Person,20,,,,M,Ajay Joshi,,,victim
VIC-VIC-FIR-UDR-2021-00024-001,Person,43,,,,M,Vikram Shetty,,,victim
VIC-VIC-FIR-UDR-2021-00024-002,Person,27,,,,F,Sujatha Thakur,,,victim
VIC-VIC-FIR-BDR-2021-00012-000,Person,43,,,,M,Akash Shastri,,,victim
VIC-VIC-FIR-RBG-2021-00077-000,Person,34,,,,F,Jyothi Singh,,,victim
VIC-VIC-FIR-RBG-2021-00077-001,Person,58,,,,M,Manjunath Krishnamurthy,,,victim
VIC-VIC-FIR-RBG-2021-00077-002,Person,38,,,,M,Umesh Pillai,,,victim
VIC-VIC-FIR-MYS-2021-00022-000,Person,24,,,,F,Swathi Raju,,,victim
VIC-VIC-FIR-MYS-2021-00022-001,Person,30,,,,F,Amala Nambiar,,,victim
VIC-VIC-FIR-RBG-2021-00078-000,Person,34,,,,M,Nagaraj Singh,,,victim
VIC-VIC-FIR-RBG-2021-00078-001,Person,62,,,,M,Yogesh Lingayat,,,victim
VIC-VIC-FIR-BLR2-2021-00022-000,Person,72,,,,M,Arjun Pillai,,,victim
VIC-VIC-FIR-BLR2-2021-00022-001,Person,63,,,,M,Ramesh Gowda,,,victim
VIC-VIC-FIR-CHB-2021-00023-000,Person,22,,,,F,Swathi Sharma,,,victim
VIC-VIC-FIR-CHB-2021-00023-001,Person,20,,,,F,Madhu Gowda,,,victim
VIC-VIC-FIR-CHB-2021-00023-002,Person,28,,,,F,Amala Pillai,,,victim
VIC-VIC-FIR-BLR2-2021-00023-000,Person,23,,,,F,Jyothi Aras,,,victim
VIC-VIC-FIR-BLR2-2021-00023-001,Person,36,,,,M,Mohan Lingayat,,,victim
VIC-VIC-FIR-VKT-2021-00027-000,Person,53,,,,F,Meera Desai,,,victim
VIC-VIC-FIR-VKT-2021-00027-001,Person,63,,,,M,Satish Verma,,,victim
VIC-VIC-FIR-BLG-2021-00028-000,Person,33,,,,M,Gaurav Vokkaliga,,,victim
VIC-VIC-FIR-BLR-2021-00139-000,Person,37,,,,M,Manjunath Lingayat,,,victim
VIC-VIC-FIR-BLR-2021-00139-001,Person,65,,,,M,Arjun Nambiar,,,victim
VIC-VIC-FIR-UDR-2021-00025-000,Person,32,,,,F,Saritha Sharma,,,victim
VIC-VIC-FIR-BSD-2021-00016-000,Person,25,,,,F,Anita Adiga,,,victim
VIC-VIC-FIR-BSD-2021-00016-001,Person,51,,,,M,Arjun Nambiar,,,victim
VIC-VIC-FIR-BSD-2021-00016-002,Person,39,,,,F,Pooja Bhat,,,victim
VIC-VIC-FIR-TKR-2021-00033-000,Person,19,,,,M,Akash Thakur,,,victim
VIC-VIC-FIR-TKR-2021-00033-001,Person,55,,,,M,Nagaraj Tantri,,,victim
VIC-VIC-FIR-BLR-2021-00140-000,Person,18,,,,M,Arjun Lingayat,,,victim
VIC-VIC-FIR-BLR-2021-00141-000,Person,32,,,,M,Prashanth Patil,,,victim
VIC-VIC-FIR-BLR-2021-00142-000,Person,64,,,,M,Prashanth Reddy,,,victim
VIC-VIC-FIR-MDY-2021-00003-000,Person,22,,,,M,Prashanth Gowda,,,victim
VIC-VIC-FIR-MDY-2021-00003-001,Person,18,,,,F,Meera Nayak,,,victim
VIC-VIC-FIR-MDY-2021-00003-002,Person,31,,,,M,Basavaraj Pillai,,,victim
VIC-VIC-FIR-KLP-2021-00056-000,Person,32,,,,M,Tejas Tantri,,,victim
VIC-VIC-FIR-KLP-2021-00056-001,Person,70,,,,F,Meera Murthy,,,victim
VIC-VIC-FIR-KLP-2021-00056-002,Person,52,,,,M,Rohit Aras,,,victim
VIC-VIC-FIR-HBL-2021-00059-000,Person,67,,,,F,Anjali Aras,,,victim
VIC-VIC-FIR-HBL-2021-00059-001,Person,35,,,,F,Saritha Hegde,,,victim
VIC-VIC-FIR-HBL-2021-00059-002,Person,41,,,,M,Arjun Verma,,,victim
VIC-VIC-FIR-BLR-2021-00143-000,Person,43,,,,F,Shruthi Reddy,,,victim
VIC-VIC-FIR-BLR-2021-00143-001,Person,73,,,,M,Yogesh Kumar,,,victim
VIC-VIC-FIR-BLR-2021-00143-002,Person,65,,,,F,Deepa Prabhu,,,victim
VIC-VIC-FIR-MGL-2021-00045-000,Person,35,,,,M,Kiran Vokkaliga,,,victim
VIC-VIC-FIR-BLR2-2021-00024-000,Person,55,,,,F,Pooja Udupi,,,victim
VIC-VIC-FIR-BLR2-2021-00024-001,Person,48,,,,F,Radha Kumar,,,victim
VIC-VIC-FIR-MDY-2021-00004-000,Person,60,,,,F,Anjali Patil,,,victim
VIC-VIC-FIR-BLR-2021-00144-000,Person,54,,,,M,Ganesh Nayak,,,victim
VIC-VIC-FIR-BLR-2021-00144-001,Person,29,,,,F,Sangeetha Bhat,,,victim
VIC-VIC-FIR-BLR2-2021-00025-000,Person,19,,,,F,Jyothi Shastri,,,victim
VIC-VIC-FIR-HBL-2021-00060-000,Person,42,,,,M,Deepak Thakur,,,victim
VIC-VIC-FIR-HBL-2021-00060-001,Person,38,,,,M,Srikanth Pillai,,,victim
VIC-VIC-FIR-RBG-2021-00079-000,Person,48,,,,F,Amala Kumar,,,victim
VIC-VIC-FIR-RBG-2021-00079-001,Person,18,,,,F,Deepa Desai,,,victim
VIC-VIC-FIR-BLR-2021-00145-000,Person,31,,,,M,Manjunath Shastri,,,victim
VIC-VIC-FIR-BLR-2021-00145-001,Person,73,,,,M,Gaurav Naik,,,victim
VIC-VIC-FIR-BLR-2021-00146-000,Person,68,,,,F,Sangeetha Aras,,,victim
VIC-VIC-FIR-MDY-2021-00005-000,Person,35,,,,F,Bharathi Nambiar,,,victim
VIC-VIC-FIR-HBL-2021-00061-000,Person,45,,,,F,Priya Aras,,,victim
VIC-VIC-FIR-UDR-2021-00026-000,Person,23,,,,F,Meera Pillai,,,victim
VIC-VIC-FIR-CHB-2021-00024-000,Person,53,,,,M,Tejas Swamy,,,victim
VIC-VIC-FIR-CHB-2021-00024-001,Person,74,,,,M,Prakash Aras,,,victim
VIC-VIC-FIR-CHB-2021-00024-002,Person,69,,,,M,Ramesh Verma,,,victim
VIC-VIC-FIR-BLR2-2021-00026-000,Person,53,,,,F,Shantha Desai,,,victim
VIC-VIC-FIR-BLR2-2021-00027-000,Person,48,,,,M,Yogesh Tantri,,,victim
VIC-VIC-FIR-BLR2-2021-00027-001,Person,47,,,,F,Meera Lingayat,,,victim
VIC-VIC-FIR-MGL-2021-00046-000,Person,45,,,,M,Sandeep Nayak,,,victim
VIC-VIC-FIR-MGL-2021-00046-001,Person,43,,,,F,Sujatha Nayak,,,victim
VIC-VIC-FIR-MGL-2021-00046-002,Person,40,,,,F,Priya Ayyar,,,victim
VIC-VIC-FIR-MGL-2021-00046-003,Person,20,,,,M,Vikram Shetty,,,victim
VIC-VIC-FIR-MGL-2021-00046-004,Person,64,,,,F,Meera Thakur,,,victim
VIC-VIC-FIR-MDY-2021-00006-000,Person,31,,,,F,Sangeetha Tantri,,,victim
VIC-VIC-FIR-MDY-2021-00006-001,Person,67,,,,F,Amala Krishnamurthy,,,victim
VIC-VIC-FIR-MDY-2021-00006-002,Person,45,,,,F,Meera Pillai,,,victim
VIC-VIC-FIR-KLR-2021-00003-000,Person,29,,,,F,Seeta Prabhu,,,victim
VIC-VIC-FIR-KLR-2021-00003-001,Person,73,,,,F,Priya Verma,,,victim
VIC-VIC-FIR-KLR-2021-00003-002,Person,72,,,,F,Swathi Raju,,,victim
VIC-VIC-FIR-HBL-2021-00062-000,Person,18,,,,F,Kavitha Reddy,,,victim
VIC-VIC-FIR-HBL-2021-00062-001,Person,50,,,,F,Madhu Tantri,,,victim
VIC-VIC-FIR-BLR-2021-00147-000,Person,36,,,,M,Ajay Patil,,,victim
VIC-VIC-FIR-BLR-2021-00148-000,Person,35,,,,M,Prashanth Shetty,,,victim
VIC-VIC-FIR-BLR-2021-00148-001,Person,30,,,,M,Mohan Hegde,,,victim
VIC-VIC-FIR-BLR-2021-00149-000,Person,35,,,,F,Sujatha Bhat,,,victim
VIC-VIC-FIR-BLR-2021-00149-001,Person,56,,,,F,Anjali Swamy,,,victim
VIC-VIC-FIR-MDY-2021-00007-000,Person,63,,,,M,Umesh Kumar,,,victim
VIC-VIC-FIR-BLR-2021-00150-000,Person,72,,,,F,Sujatha Joshi,,,victim
VIC-VIC-FIR-KPT-2021-00003-000,Person,25,,,,M,Mahesh Bhat,,,victim
VIC-VIC-FIR-KPT-2021-00003-001,Person,65,,,,M,Ramesh Joshi,,,victim
VIC-VIC-FIR-MGL-2021-00047-000,Person,68,,,,F,Swathi Rao,,,victim
VIC-VIC-FIR-KLP-2021-00057-000,Person,25,,,,M,Suresh Swamy,,,victim
VIC-VIC-FIR-KLP-2021-00057-001,Person,38,,,,F,Radha Kamath,,,victim
VIC-VIC-FIR-KLP-2021-00057-002,Person,29,,,,M,Suresh Desai,,,victim
VIC-VIC-FIR-MGL-2021-00048-000,Person,45,,,,F,Pooja Rao,,,victim
VIC-VIC-FIR-MGL-2021-00048-001,Person,58,,,,F,Kavitha Shetty,,,victim
VIC-VIC-FIR-MGL-2021-00048-002,Person,43,,,,M,Prashanth Shetty,,,victim
VIC-VIC-FIR-RBG-2021-00080-000,Person,66,,,,F,Saritha Reddy,,,victim
VIC-VIC-FIR-RBG-2021-00080-001,Person,26,,,,M,Satish Pillai,,,victim
VIC-VIC-FIR-BLR-2021-00151-000,Person,39,,,,F,Sneha Singh,,,victim
VIC-VIC-FIR-BLR-2021-00151-001,Person,51,,,,F,Madhu Shastri,,,victim
VIC-VIC-FIR-MGL-2021-00049-000,Person,21,,,,M,Shivakumar Joshi,,,victim
VIC-VIC-FIR-MGL-2021-00049-001,Person,73,,,,F,Shantha Ayyar,,,victim
VIC-VIC-FIR-HSN-2021-00005-000,Person,44,,,,F,Radha Reddy,,,victim
VIC-VIC-FIR-HSN-2021-00005-001,Person,66,,,,M,Ramesh Gowda,,,victim
VIC-VIC-FIR-HSN-2021-00005-002,Person,45,,,,F,Geetha Hegde,,,victim
VIC-VIC-FIR-MYS-2021-00023-000,Person,28,,,,F,Kavitha Rao,,,victim
VIC-VIC-FIR-MYS-2021-00023-001,Person,38,,,,F,Sangeetha Singh,,,victim
VIC-VIC-FIR-BLR-2021-00152-000,Person,42,,,,M,Basavaraj Kumar,,,victim
VIC-VIC-FIR-BLR-2021-00152-001,Person,69,,,,M,Basavaraj Reddy,,,victim
VIC-VIC-FIR-MDY-2021-00008-000,Person,53,,,,M,Umesh Patil,,,victim
VIC-VIC-FIR-MDY-2021-00008-001,Person,30,,,,F,Lakshmi Adiga,,,victim
VIC-VIC-FIR-MDY-2021-00008-002,Person,46,,,,F,Seeta Shetty,,,victim
VIC-VIC-FIR-BLR-2021-00153-000,Person,71,,,,M,Naveen Murthy,,,victim
VIC-VIC-FIR-BLR-2021-00153-001,Person,64,,,,F,Nirmala Adiga,,,victim
VIC-VIC-FIR-BLR-2021-00153-002,Person,29,,,,F,Madhu Kumar,,,victim
VIC-VIC-FIR-HBL-2021-00063-000,Person,46,,,,M,Tejas Joshi,,,victim
VIC-VIC-FIR-HBL-2021-00063-001,Person,19,,,,F,Nirmala Desai,,,victim
VIC-VIC-FIR-HBL-2021-00063-002,Person,35,,,,F,Anjali Reddy,,,victim
VIC-VIC-FIR-MGL-2021-00050-000,Person,29,,,,F,Nitya Joshi,,,victim
VIC-VIC-FIR-MGL-2021-00050-001,Person,65,,,,F,Sneha Adiga,,,victim
VIC-VIC-FIR-MGL-2021-00050-002,Person,71,,,,F,Amala Murthy,,,victim
VIC-VIC-FIR-HSN-2021-00006-000,Person,33,,,,M,Kiran Udupi,,,victim
VIC-VIC-FIR-HSN-2021-00006-001,Person,46,,,,M,Satish Lingayat,,,victim
VIC-VIC-FIR-HSN-2021-00006-002,Person,31,,,,M,Ramesh Rao,,,victim
VIC-VIC-FIR-RBG-2021-00081-000,Person,18,,,,F,Vidya Naik,,,victim
VIC-VIC-FIR-RBG-2021-00081-001,Person,53,,,,M,Mahesh Nayak,,,victim
VIC-VIC-FIR-MDY-2021-00009-000,Person,32,,,,M,Manjunath Adiga,,,victim
VIC-VIC-FIR-MDY-2021-00009-001,Person,47,,,,F,Deepa Shetty,,,victim
VIC-VIC-FIR-UDR-2021-00027-000,Person,58,,,,F,Suma Pillai,,,victim
VIC-VIC-FIR-UDR-2021-00027-001,Person,67,,,,F,Madhu Pillai,,,victim
VIC-VIC-FIR-KLP-2021-00058-000,Person,45,,,,M,Ramesh Shastri,,,victim
VIC-VIC-FIR-CHB-2021-00025-000,Person,45,,,,M,Anil Thakur,,,victim
VIC-VIC-FIR-CHB-2021-00025-001,Person,24,,,,M,Raghavendra Krishnamurthy,,,victim
VIC-VIC-FIR-CHB-2021-00025-002,Person,19,,,,M,Basavaraj Kamath,,,victim
VIC-VIC-FIR-BLR2-2021-00028-000,Person,48,,,,F,Seeta Patil,,,victim
VIC-VIC-FIR-RBG-2021-00082-000,Person,70,,,,F,Kavitha Krishnamurthy,,,victim
VIC-VIC-FIR-RBG-2021-00082-001,Person,64,,,,F,Sangeetha Joshi,,,victim
VIC-VIC-FIR-BLR-2021-00154-000,Person,50,,,,F,Sujatha Kamath,,,victim
VIC-VIC-FIR-BLR-2021-00154-001,Person,38,,,,M,Umesh Udupi,,,victim
VIC-VIC-FIR-BLR-2021-00154-002,Person,57,,,,F,Nirmala Nayak,,,victim
VIC-VIC-FIR-BLR-2021-00154-003,Person,38,,,,F,Nitya Bhat,,,victim
VIC-VIC-FIR-BLR-2021-00154-004,Person,54,,,,F,Rekha Ayyar,,,victim
VIC-VIC-FIR-BLR-2021-00155-000,Person,33,,,,M,Vikram Aras,,,victim
VIC-VIC-FIR-BLR-2021-00155-001,Person,45,,,,F,Bharathi Raju,,,victim
VIC-VIC-FIR-BLR-2021-00156-000,Person,41,,,,F,Shantha Prabhu,,,victim
VIC-VIC-FIR-BLR-2021-00156-001,Person,27,,,,F,Pooja Verma,,,victim
VIC-VIC-FIR-BLR-2021-00156-002,Person,42,,,,F,Vidya Murthy,,,victim
VIC-VIC-FIR-KLP-2021-00059-000,Person,69,,,,M,Manjunath Nayak,,,victim
VIC-VIC-FIR-BLG-2021-00029-000,Person,33,,,,F,Geetha Bhat,,,victim
VIC-VIC-FIR-BLG-2021-00029-001,Person,40,,,,F,Jyothi Reddy,,,victim
VIC-VIC-FIR-BLG-2021-00029-002,Person,42,,,,F,Geetha Vokkaliga,,,victim
VIC-VIC-FIR-HBL-2021-00064-000,Person,72,,,,F,Shantha Udupi,,,victim
VIC-VIC-FIR-HBL-2021-00064-001,Person,54,,,,M,Satish Aras,,,victim
VIC-VIC-FIR-HBL-2021-00064-002,Person,18,,,,F,Kavitha Bhat,,,victim
VIC-VIC-FIR-HBL-2021-00064-003,Person,38,,,,F,Sujatha Kamath,,,victim
VIC-VIC-FIR-HBL-2021-00064-004,Person,73,,,,F,Priya Adiga,,,victim
VIC-VIC-FIR-MDY-2021-00010-000,Person,38,,,,M,Anil Joshi,,,victim
VIC-VIC-FIR-MDY-2021-00010-001,Person,28,,,,F,Vidya Shastri,,,victim
VIC-VIC-FIR-BLR-2021-00157-000,Person,60,,,,M,Mahesh Gowda,,,victim
VIC-VIC-FIR-BLR-2021-00157-001,Person,73,,,,M,Prakash Shastri,,,victim
VIC-VIC-FIR-BLR-2021-00157-002,Person,60,,,,F,Geetha Singh,,,victim
VIC-VIC-FIR-UDR-2021-00028-000,Person,52,,,,F,Saritha Kumar,,,victim
VIC-VIC-FIR-UDR-2021-00028-001,Person,69,,,,M,Kiran Nayak,,,victim
VIC-VIC-FIR-UDR-2021-00028-002,Person,52,,,,M,Harsh Kumar,,,victim
VIC-VIC-FIR-BLR-2021-00158-000,Person,67,,,,F,Amala Joshi,,,victim
VIC-VIC-FIR-BLR-2021-00158-001,Person,19,,,,M,Basavaraj Joshi,,,victim
VIC-VIC-FIR-BLR-2021-00158-002,Person,21,,,,F,Suma Shastri,,,victim
VIC-VIC-FIR-BLR-2021-00158-003,Person,34,,,,F,Shantha Prabhu,,,victim
VIC-VIC-FIR-MGL-2021-00051-000,Person,37,,,,M,Rohit Adiga,,,victim
VIC-VIC-FIR-MGL-2021-00051-001,Person,59,,,,M,Abhishek Rao,,,victim
VIC-VIC-FIR-MGL-2021-00051-002,Person,22,,,,F,Sneha Shetty,,,victim
VIC-VIC-FIR-MGL-2021-00051-003,Person,37,,,,M,Ravi Naik,,,victim
VIC-VIC-FIR-MGL-2021-00052-000,Person,41,,,,M,Deepak Udupi,,,victim
VIC-VIC-FIR-MGL-2021-00052-001,Person,36,,,,M,Anil Prabhu,,,victim
VIC-VIC-FIR-MGL-2021-00052-002,Person,64,,,,F,Rekha Sharma,,,victim
VIC-VIC-FIR-KLR-2021-00004-000,Person,33,,,,F,Swathi Thakur,,,victim
VIC-VIC-FIR-HBL-2021-00065-000,Person,53,,,,M,Ramesh Naik,,,victim
VIC-VIC-FIR-HBL-2021-00065-001,Person,51,,,,M,Anil Rao,,,victim
VIC-VIC-FIR-HBL-2021-00065-002,Person,40,,,,F,Amala Vokkaliga,,,victim
VIC-VIC-FIR-MGL-2021-00053-000,Person,75,,,,M,Suresh Nambiar,,,victim
VIC-VIC-FIR-MGL-2021-00053-001,Person,29,,,,M,Abhishek Shastri,,,victim
VIC-VIC-FIR-BLR-2021-00159-000,Person,28,,,,F,Priya Gowda,,,victim
VIC-VIC-FIR-BLG-2021-00030-000,Person,38,,,,F,Seeta Ayyar,,,victim
VIC-VIC-FIR-BLG-2021-00030-001,Person,43,,,,M,Mohan Joshi,,,victim
VIC-VIC-FIR-BLG-2021-00030-002,Person,61,,,,F,Deepa Nambiar,,,victim
VIC-VIC-FIR-BLR-2021-00160-000,Person,71,,,,M,Mahesh Kumar,,,victim
VIC-VIC-FIR-BSD-2021-00017-000,Person,60,,,,M,Vikram Prabhu,,,victim
VIC-VIC-FIR-BSD-2021-00017-001,Person,31,,,,F,Kavitha Aras,,,victim
VIC-VIC-FIR-CTV-2021-00003-000,Person,75,,,,F,Kavitha Udupi,,,victim
VIC-VIC-FIR-CTV-2021-00003-001,Person,18,,,,M,Mahesh Lingayat,,,victim
VIC-VIC-FIR-MDY-2021-00011-000,Person,23,,,,F,Amala Aras,,,victim
VIC-VIC-FIR-BLR-2021-00161-000,Person,58,,,,M,Ganesh Kumar,,,victim
VIC-VIC-FIR-BLR-2021-00161-001,Person,21,,,,F,Kavitha Sharma,,,victim
VIC-VIC-FIR-BLR-2021-00162-000,Person,71,,,,M,Yogesh Singh,,,victim
VIC-VIC-FIR-BLR-2021-00162-001,Person,23,,,,F,Geetha Verma,,,victim
VIC-VIC-FIR-BLR-2021-00162-002,Person,67,,,,M,Ajay Udupi,,,victim
VIC-VIC-FIR-KLP-2021-00060-000,Person,56,,,,F,Meera Joshi,,,victim
VIC-VIC-FIR-BLR-2021-00163-000,Person,70,,,,M,Abhishek Naik,,,victim
VIC-VIC-FIR-BLR-2021-00163-001,Person,37,,,,M,Rajesh Shastri,,,victim
VIC-VIC-FIR-BLR-2021-00163-002,Person,48,,,,F,Sneha Gowda,,,victim
VIC-VIC-FIR-BLR-2021-00163-003,Person,60,,,,M,Tejas Verma,,,victim
VIC-VIC-FIR-BLR-2021-00163-004,Person,26,,,,F,Sangeetha Lingayat,,,victim
VIC-VIC-FIR-BLR-2021-00164-000,Person,62,,,,F,Shantha Naik,,,victim
VIC-VIC-FIR-UDR-2021-00029-000,Person,58,,,,F,Sangeetha Hegde,,,victim
VIC-VIC-FIR-UDR-2021-00029-001,Person,49,,,,M,Vikram Raju,,,victim
VIC-VIC-FIR-KLP-2021-00061-000,Person,59,,,,M,Srikanth Shetty,,,victim
VIC-VIC-FIR-DVG-2021-00017-000,Person,60,,,,M,Anil Nambiar,,,victim
VIC-VIC-FIR-KLP-2021-00062-000,Person,20,,,,F,Jyothi Swamy,,,victim
VIC-VIC-FIR-KLP-2021-00062-001,Person,20,,,,M,Basavaraj Reddy,,,victim
VIC-VIC-FIR-KLP-2021-00062-002,Person,51,,,,M,Anil Murthy,,,victim
VIC-VIC-FIR-UDR-2021-00030-000,Person,24,,,,M,Basavaraj Raju,,,victim
VIC-VIC-FIR-UDR-2021-00030-001,Person,43,,,,F,Deepa Patil,,,victim
VIC-VIC-FIR-RBG-2021-00083-000,Person,73,,,,M,Sandeep Joshi,,,victim
VIC-VIC-FIR-BLR-2021-00165-000,Person,75,,,,F,Anita Kamath,,,victim
VIC-VIC-FIR-BLR-2021-00165-001,Person,43,,,,M,Abhishek Kumar,,,victim
VIC-VIC-FIR-BSD-2021-00018-000,Person,54,,,,M,Kiran Prabhu,,,victim
VIC-VIC-FIR-HSN-2021-00007-000,Person,45,,,,F,Shantha Joshi,,,victim
VIC-VIC-FIR-HSN-2021-00007-001,Person,36,,,,F,Sangeetha Gowda,,,victim
VIC-VIC-FIR-HSN-2021-00007-002,Person,68,,,,M,Mahesh Shetty,,,victim
VIC-VIC-FIR-HSN-2021-00007-003,Person,34,,,,F,Saritha Vokkaliga,,,victim
VIC-VIC-FIR-HSN-2021-00007-004,Person,31,,,,M,Yogesh Ayyar,,,victim
VIC-VIC-FIR-RBG-2021-00084-000,Person,29,,,,F,Jyothi Reddy,,,victim
VIC-VIC-FIR-MYS-2021-00024-000,Person,21,,,,F,Geetha Murthy,,,victim
VIC-VIC-FIR-RBG-2021-00085-000,Person,21,,,,M,Basavaraj Shastri,,,victim
VIC-VIC-FIR-RBG-2021-00085-001,Person,48,,,,M,Prakash Shastri,,,victim
VIC-VIC-FIR-RBG-2021-00085-002,Person,74,,,,M,Naveen Sharma,,,victim
VIC-VIC-FIR-RBG-2021-00085-003,Person,37,,,,M,Shivakumar Nambiar,,,victim
VIC-VIC-FIR-RBG-2021-00085-004,Person,33,,,,F,Priya Shastri,,,victim
VIC-VIC-FIR-BLR-2021-00166-000,Person,72,,,,M,Vikram Adiga,,,victim
VIC-VIC-FIR-BLR-2021-00166-001,Person,52,,,,M,Basavaraj Shastri,,,victim
VIC-VIC-FIR-BLR-2021-00166-002,Person,72,,,,F,Rekha Gowda,,,victim
VIC-VIC-FIR-KLR-2021-00005-000,Person,32,,,,F,Rekha Vokkaliga,,,victim
VIC-VIC-FIR-MDY-2021-00012-000,Person,59,,,,F,Sujatha Verma,,,victim
VIC-VIC-FIR-MDY-2021-00012-001,Person,19,,,,M,Srikanth Thakur,,,victim
VIC-VIC-FIR-MDY-2021-00012-002,Person,24,,,,M,Rohit Udupi,,,victim
VIC-VIC-FIR-UDR-2021-00031-000,Person,43,,,,M,Rohit Shastri,,,victim
VIC-VIC-FIR-UDR-2021-00031-001,Person,37,,,,F,Meera Murthy,,,victim
VIC-VIC-FIR-UDR-2021-00031-002,Person,39,,,,M,Sandeep Tantri,,,victim
VIC-VIC-FIR-UDR-2021-00031-003,Person,44,,,,F,Priya Murthy,,,victim
VIC-VIC-FIR-UDR-2021-00031-004,Person,55,,,,M,Suresh Singh,,,victim
VIC-VIC-FIR-BLRR-2021-00002-000,Person,66,,,,M,Nagaraj Prabhu,,,victim
VIC-VIC-FIR-BLRR-2021-00002-001,Person,55,,,,M,Gaurav Tantri,,,victim
VIC-VIC-FIR-BLRR-2021-00002-002,Person,30,,,,F,Pooja Singh,,,victim
VIC-VIC-FIR-RBG-2021-00086-000,Person,20,,,,M,Umesh Naik,,,victim
VIC-VIC-FIR-RBG-2021-00086-001,Person,70,,,,F,Sujatha Kamath,,,victim
VIC-VIC-FIR-MGL-2021-00054-000,Person,48,,,,M,Abhishek Udupi,,,victim
VIC-VIC-FIR-MGL-2021-00054-001,Person,37,,,,M,Akash Nambiar,,,victim
VIC-VIC-FIR-RCR-2021-00005-000,Person,46,,,,F,Pooja Nambiar,,,victim
VIC-VIC-FIR-RBG-2021-00087-000,Person,39,,,,F,Jyothi Raju,,,victim
VIC-VIC-FIR-RBG-2021-00087-001,Person,30,,,,F,Nitya Murthy,,,victim
VIC-VIC-FIR-BLR-2021-00167-000,Person,29,,,,F,Kavitha Swamy,,,victim
VIC-VIC-FIR-BLR-2021-00167-001,Person,66,,,,F,Priya Hegde,,,victim
VIC-VIC-FIR-BLR-2021-00167-002,Person,75,,,,F,Nirmala Vokkaliga,,,victim
VIC-VIC-FIR-BLR-2021-00167-003,Person,69,,,,F,Radha Krishnamurthy,,,victim
VIC-VIC-FIR-BLR2-2021-00029-000,Person,48,,,,F,Meera Thakur,,,victim
VIC-VIC-FIR-MGL-2021-00055-000,Person,64,,,,M,Prashanth Joshi,,,victim
VIC-VIC-FIR-MGL-2021-00055-001,Person,66,,,,F,Meera Lingayat,,,victim
VIC-VIC-FIR-MGL-2021-00055-002,Person,36,,,,F,Anita Verma,,,victim
VIC-VIC-FIR-BLR-2021-00168-000,Person,50,,,,F,Bharathi Nambiar,,,victim
VIC-VIC-FIR-BLR-2021-00168-001,Person,33,,,,M,Gaurav Singh,,,victim
VIC-VIC-FIR-BLR-2021-00168-002,Person,61,,,,F,Shantha Kumar,,,victim
VIC-VIC-FIR-BDR-2021-00013-000,Person,29,,,,F,Kavitha Desai,,,victim
VIC-VIC-FIR-BDR-2021-00013-001,Person,41,,,,M,Yogesh Hegde,,,victim
VIC-VIC-FIR-BDR-2021-00013-002,Person,18,,,,F,Swathi Adiga,,,victim
VIC-VIC-FIR-BLR-2021-00169-000,Person,61,,,,F,Radha Pillai,,,victim
VIC-VIC-FIR-BLR-2021-00169-001,Person,59,,,,M,Harsh Murthy,,,victim
VIC-VIC-FIR-BLR-2021-00169-002,Person,49,,,,M,Satish Reddy,,,victim
VIC-VIC-FIR-BLG-2021-00031-000,Person,42,,,,F,Nitya Sharma,,,victim
VIC-VIC-FIR-BLG-2021-00031-001,Person,25,,,,M,Vikram Swamy,,,victim
VIC-VIC-FIR-MYS-2021-00025-000,Person,62,,,,F,Kavitha Shetty,,,victim
VIC-VIC-FIR-MYS-2021-00025-001,Person,23,,,,F,Anita Rao,,,victim
VIC-VIC-FIR-MYS-2021-00025-002,Person,60,,,,M,Mahesh Hegde,,,victim
