officer_id,badge_number,name_en,gender,rank,rank_level,rank_abbr,station_id,district_id,district_name,phone,doj,tenure_years,shift,specialization,is_investigating_officer,is_station_house_officer
OFF-0003077,KSP/RMN/003077,Basavaraj Prabhu,M,Constable,1,PC,STN-KA-RMN-0008,KA-RMN,Ramanagara,8627282077,2018-10-06,7,morning_0600_1400,sb_intelligence,false,false
OFF-0003078,KSP/RMN/003078,Srikanth Kumar,M,Constable,1,PC,STN-KA-RMN-0008,KA-RMN,Ramanagara,7956606919,2023-09-01,2,general_0900_1800,juvenile,false,false
OFF-0003079,KSP/RMN/003079,Vikram Adiga,M,Head Constable,2,HC,STN-KA-RMN-0008,KA-RMN,Ramanagara,8948111610,1997-11-17,28,morning_0600_1400,traffic,false,false
OFF-0003080,KSP/RMN/003080,Shivakumar Nambiar,M,Constable,1,PC,STN-KA-RMN-0008,KA-RMN,Ramanagara,9785215358,2010-12-29,15,morning_0600_1400,narcotics,false,false
OFF-0003081,KSP/RMN/003081,Mohan Adiga,M,Constable,1,PC,STN-KA-RMN-0009,KA-RMN,Ramanagara,6901319597,1996-12-14,29,afternoon_1400_2200,general,false,false
OFF-0003082,KSP/RMN/003082,Amala Rao,F,Constable,1,PC,STN-KA-RMN-0009,KA-RMN,Ramanagara,7929072367,2021-10-18,4,afternoon_1400_2200,anti_corruption,false,false
OFF-0003083,KSP/RMN/003083,Suresh Aras,M,Sub-Inspector,3,PSI,STN-KA-RMN-0009,KA-RMN,Ramanagara,7417708637,2019-05-29,7,general_0900_1800,general,true,true
OFF-0003084,KSP/RMN/003084,Naveen Desai,M,Sub-Inspector,3,PSI,STN-KA-RMN-0009,KA-RMN,Ramanagara,8917782352,2024-01-20,2,afternoon_1400_2200,cyber_crime,true,false
OFF-0003085,KSP/RMN/003085,Rajesh Desai,M,Head Constable,2,HC,STN-KA-RMN-0009,KA-RMN,Ramanagara,7949471374,1998-03-11,28,afternoon_1400_2200,sb_intelligence,false,false
OFF-0003086,KSP/RMN/003086,Srikanth Tantri,M,ASI,2,APSI,STN-KA-RMN-0009,KA-RMN,Ramanagara,6218540527,2014-03-08,12,afternoon_1400_2200,anti_corruption,true,false
OFF-0003087,KSP/RMN/003087,Prashanth Hegde,M,Head Constable,2,HC,STN-KA-RMN-0009,KA-RMN,Ramanagara,6132861225,2009-02-25,17,night_2200_0600,cyber_crime,false,false
OFF-0003088,KSP/RMN/003088,Suresh Shetty,M,Inspector,4,PI,STN-KA-RMN-0009,KA-RMN,Ramanagara,7213661581,2009-01-16,17,night_2200_0600,sb_intelligence,true,false
OFF-0003089,KSP/RMN/003089,Suresh Krishnamurthy,M,Constable,1,PC,STN-KA-RMN-0009,KA-RMN,Ramanagara,7234962003,2010-07-14,16,general_0900_1800,women_cell,false,false
OFF-0003090,KSP/RMN/003090,Ravi Shastri,M,Head Constable,2,HC,STN-KA-RMN-0010,KA-RMN,Ramanagara,9792282523,1999-10-01,26,afternoon_1400_2200,cyber_crime,false,false
OFF-0003091,KSP/RMN/003091,Satish Joshi,M,ASI,2,APSI,STN-KA-RMN-0010,KA-RMN,Ramanagara,7276348196,1997-10-25,28,afternoon_1400_2200,crime_branch,true,false
OFF-0003092,KSP/RMN/003092,Suresh Thakur,M,Constable,1,PC,STN-KA-RMN-0010,KA-RMN,Ramanagara,6821216064,2013-07-25,12,general_0900_1800,juvenile,false,false
OFF-0003093,KSP/RMN/003093,Sandeep Naik,M,Constable,1,PC,STN-KA-RMN-0010,KA-RMN,Ramanagara,8638380702,2014-11-22,11,afternoon_1400_2200,juvenile,false,false
OFF-0003094,KSP/RMN/003094,Satish Naik,M,Constable,1,PC,STN-KA-RMN-0011,KA-RMN,Ramanagara,9777398583,2010-11-18,15,morning_0600_1400,general,false,false
OFF-0003095,KSP/RMN/003095,Gaurav Prabhu,M,Head Constable,2,HC,STN-KA-RMN-0011,KA-RMN,Ramanagara,8648990216,2010-03-03,16,night_2200_0600,anti_corruption,false,false
OFF-0003096,KSP/RMN/003096,Prashanth Aras,M,Constable,1,PC,STN-KA-RMN-0011,KA-RMN,Ramanagara,6328325394,2024-03-07,2,afternoon_1400_2200,general,false,false
OFF-0003097,KSP/RMN/003097,Mahesh Thakur,M,Head Constable,2,HC,STN-KA-RMN-0011,KA-RMN,Ramanagara,9164559048,2000-11-16,25,general_0900_1800,crime_branch,false,false
OFF-0003098,KSP/RMN/003098,Nagaraj Nambiar,M,Head Constable,2,HC,STN-KA-RMN-0012,KA-RMN,Ramanagara,9487850049,2013-11-24,12,general_0900_1800,juvenile,false,false
OFF-0003099,KSP/RMN/003099,Manjunath Kamath,M,IGP,8,IGP,STN-KA-RMN-0012,KA-RMN,Ramanagara,7525340990,2002-05-04,24,afternoon_1400_2200,women_cell,false,false
OFF-0003100,KSP/RMN/003100,Ajay Krishnamurthy,M,Constable,1,PC,STN-KA-RMN-0012,KA-RMN,Ramanagara,6902260960,2011-11-28,14,night_2200_0600,crime_branch,false,false
OFF-0003101,KSP/RMN/003101,Prakash Prabhu,M,Constable,1,PC,STN-KA-RMN-0012,KA-RMN,Ramanagara,7717848169,2016-04-07,10,general_0900_1800,anti_corruption,false,false
OFF-0003102,KSP/RMN/003102,Swathi Kamath,F,Head Constable,2,HC,STN-KA-RMN-0012,KA-RMN,Ramanagara,9614651321,2015-09-27,10,morning_0600_1400,cyber_crime,false,false
OFF-0003103,KSP/RMN/003103,Raghavendra Aras,M,Head Constable,2,HC,STN-KA-RMN-0012,KA-RMN,Ramanagara,9934858966,2007-08-18,18,morning_0600_1400,crime_branch,false,false
OFF-0003104,KSP/RMN/003104,Rohit Singh,M,Inspector,4,PI,STN-KA-RMN-0013,KA-RMN,Ramanagara,6099778098,2003-03-01,23,afternoon_1400_2200,narcotics,true,true
OFF-0003105,KSP/RMN/003105,Vikram Patil,M,Constable,1,PC,STN-KA-RMN-0013,KA-RMN,Ramanagara,8876998068,2003-08-25,22,night_2200_0600,narcotics,false,false
OFF-0003106,KSP/RMN/003106,Vidya Sharma,F,Constable,1,PC,STN-KA-RMN-0013,KA-RMN,Ramanagara,9749931233,2005-12-02,20,night_2200_0600,crime_branch,false,false
OFF-0003107,KSP/RMN/003107,Raghavendra Adiga,M,Head Constable,2,HC,STN-KA-RMN-0013,KA-RMN,Ramanagara,6127184715,2013-11-28,12,afternoon_1400_2200,women_cell,false,false
OFF-0003108,KSP/RMN/003108,Srikanth Verma,M,Constable,1,PC,STN-KA-RMN-0014,KA-RMN,Ramanagara,7139495051,2016-02-12,10,morning_0600_1400,cyber_crime,false,false
OFF-0003109,KSP/RMN/003109,Ajay Rao,M,Constable,1,PC,STN-KA-RMN-0014,KA-RMN,Ramanagara,9958618975,2022-06-19,4,afternoon_1400_2200,cyber_crime,false,false
OFF-0003110,KSP/RMN/003110,Raghavendra Sharma,M,Inspector,4,PI,STN-KA-RMN-0014,KA-RMN,Ramanagara,9438510480,2013-01-29,13,morning_0600_1400,juvenile,true,true
OFF-0003111,KSP/RMN/003111,Rajesh Singh,M,Constable,1,PC,STN-KA-RMN-0014,KA-RMN,Ramanagara,9434085799,2007-08-15,18,afternoon_1400_2200,cyber_crime,false,false
OFF-0003112,KSP/RMN/003112,Saritha Murthy,F,Constable,1,PC,STN-KA-RMN-0015,KA-RMN,Ramanagara,6055827668,2010-12-10,15,morning_0600_1400,traffic,false,false
OFF-0003113,KSP/RMN/003113,Vinay Sharma,M,IGP,8,IGP,STN-KA-RMN-0015,KA-RMN,Ramanagara,9937632593,2005-06-09,21,general_0900_1800,women_cell,false,false
OFF-0003114,KSP/RMN/003114,Tejas Thakur,M,Head Constable,2,HC,STN-KA-RMN-0015,KA-RMN,Ramanagara,8106410087,2003-02-18,23,morning_0600_1400,crime_branch,false,false
OFF-0003115,KSP/RMN/003115,Suresh Tantri,M,ASI,2,APSI,STN-KA-RMN-0015,KA-RMN,Ramanagara,9087981205,2012-12-18,13,morning_0600_1400,sb_intelligence,true,false
OFF-0003116,KSP/RMN/003116,Swathi Kamath,F,Head Constable,2,HC,STN-KA-RMN-0016,KA-RMN,Ramanagara,8633578076,2014-01-20,12,night_2200_0600,sb_intelligence,false,false
OFF-0003117,KSP/RMN/003117,Ramesh Gowda,M,Head Constable,2,HC,STN-KA-RMN-0016,KA-RMN,Ramanagara,9998488848,2012-01-05,14,afternoon_1400_2200,juvenile,false,false
OFF-0003118,KSP/RMN/003118,Jyothi Aras,F,Constable,1,PC,STN-KA-RMN-0016,KA-RMN,Ramanagara,6995688423,2019-09-08,6,night_2200_0600,cyber_crime,false,false
OFF-0003119,KSP/RMN/003119,Gaurav Gowda,M,Constable,1,PC,STN-KA-RMN-0016,KA-RMN,Ramanagara,7541726617,1997-08-20,28,afternoon_1400_2200,sb_intelligence,false,false
OFF-0003120,KSP/RMN/003120,Saritha Pillai,F,Sub-Inspector,3,PSI,STN-KA-RMN-0017,KA-RMN,Ramanagara,9787604634,2021-12-06,4,general_0900_1800,anti_corruption,true,true
OFF-0003121,KSP/RMN/003121,Shivakumar Hegde,M,Constable,1,PC,STN-KA-RMN-0017,KA-RMN,Ramanagara,9196093499,2000-07-19,26,night_2200_0600,general,false,false
OFF-0003122,KSP/RMN/003122,Saritha Kamath,F,Constable,1,PC,STN-KA-RMN-0017,KA-RMN,Ramanagara,6993986596,2002-03-06,24,general_0900_1800,narcotics,false,false
OFF-0003123,KSP/RMN/003123,Shantha Nambiar,F,Head Constable,2,HC,STN-KA-RMN-0017,KA-RMN,Ramanagara,6933962266,2024-09-01,1,general_0900_1800,women_cell,false,false
OFF-0003124,KSP/GBG/003124,Umesh Sharma,M,Constable,1,PC,STN-KA-GBG-0000,KA-GBG,Gadag,7762335062,2016-11-23,9,morning_0600_1400,crime_branch,false,false
OFF-0003125,KSP/GBG/003125,Sandeep Bhat,M,ASI,2,APSI,STN-KA-GBG-0000,KA-GBG,Gadag,6089735074,1999-08-02,26,night_2200_0600,traffic,true,false
OFF-0003126,KSP/GBG/003126,Kavitha Verma,F,Head Constable,2,HC,STN-KA-GBG-0000,KA-GBG,Gadag,8507804489,2002-09-08,23,morning_0600_1400,general,false,false
OFF-0003127,KSP/GBG/003127,Nagaraj Raju,M,Constable,1,PC,STN-KA-GBG-0000,KA-GBG,Gadag,6512721951,2018-06-29,8,afternoon_1400_2200,general,false,false
OFF-0003128,KSP/GBG/003128,Seeta Vokkaliga,F,Constable,1,PC,STN-KA-GBG-0001,KA-GBG,Gadag,9092826949,2010-03-06,16,morning_0600_1400,cyber_crime,false,false
OFF-0003129,KSP/GBG/003129,Shivakumar Lingayat,M,Constable,1,PC,STN-KA-GBG-0001,KA-GBG,Gadag,8927289950,2011-08-16,14,night_2200_0600,traffic,false,false
OFF-0003130,KSP/GBG/003130,Ravi Swamy,M,Constable,1,PC,STN-KA-GBG-0001,KA-GBG,Gadag,7029709577,2023-07-18,2,morning_0600_1400,traffic,false,false
OFF-0003131,KSP/GBG/003131,Deepak Swamy,M,Head Constable,2,HC,STN-KA-GBG-0001,KA-GBG,Gadag,6242358058,2002-09-25,23,night_2200_0600,traffic,false,false
OFF-0003132,KSP/GBG/003132,Manjunath Patil,M,Head Constable,2,HC,STN-KA-GBG-0002,KA-GBG,Gadag,9507290310,2024-12-30,1,night_2200_0600,juvenile,false,false
OFF-0003133,KSP/GBG/003133,Harsh Murthy,M,Constable,1,PC,STN-KA-GBG-0002,KA-GBG,Gadag,8120000026,2017-09-24,8,morning_0600_1400,general,false,false
OFF-0003134,KSP/GBG/003134,Suma Tantri,F,Sub-Inspector,3,PSI,STN-KA-GBG-0002,KA-GBG,Gadag,8978428540,2006-04-04,20,general_0900_1800,anti_corruption,true,true
OFF-0003135,KSP/GBG/003135,Nagaraj Reddy,M,Constable,1,PC,STN-KA-GBG-0002,KA-GBG,Gadag,6973388992,2020-06-09,6,night_2200_0600,anti_corruption,false,false
OFF-0003136,KSP/GBG/003136,Prashanth Swamy,M,ASI,2,APSI,STN-KA-GBG-0003,KA-GBG,Gadag,8014830194,2003-05-23,23,night_2200_0600,sb_intelligence,true,false
OFF-0003137,KSP/GBG/003137,Swathi Aras,F,Head Constable,2,HC,STN-KA-GBG-0003,KA-GBG,Gadag,9672223622,2009-10-27,16,afternoon_1400_2200,narcotics,false,false
OFF-0003138,KSP/GBG/003138,Mahesh Lingayat,M,Constable,1,PC,STN-KA-GBG-0003,KA-GBG,Gadag,8478726085,2005-03-21,21,morning_0600_1400,anti_corruption,false,false
OFF-0003139,KSP/GBG/003139,Mahesh Hegde,M,ASI,2,APSI,STN-KA-GBG-0003,KA-GBG,Gadag,8237804343,1999-08-11,26,night_2200_0600,general,true,false
OFF-0003140,KSP/GBG/003140,Arjun Desai,M,Sub-Inspector,3,PSI,STN-KA-GBG-0004,KA-GBG,Gadag,9140185592,2012-07-12,14,general_0900_1800,anti_corruption,true,true
OFF-0003141,KSP/GBG/003141,Suma Naik,F,ASI,2,APSI,STN-KA-GBG-0004,KA-GBG,Gadag,7721911467,2008-09-20,17,general_0900_1800,traffic,true,false
OFF-0003142,KSP/GBG/003142,Rohit Sharma,M,Head Constable,2,HC,STN-KA-GBG-0004,KA-GBG,Gadag,6329807498,2001-05-18,25,morning_0600_1400,narcotics,false,false
OFF-0003143,KSP/GBG/003143,Mahesh Thakur,M,Constable,1,PC,STN-KA-GBG-0004,KA-GBG,Gadag,8159749169,2018-02-04,8,night_2200_0600,juvenile,false,false
OFF-0003144,KSP/GBG/003144,Swathi Adiga,F,Constable,1,PC,STN-KA-GBG-0005,KA-GBG,Gadag,7933955260,2003-04-24,23,night_2200_0600,traffic,false,false
OFF-0003145,KSP/GBG/003145,Nagaraj Aras,M,Head Constable,2,HC,STN-KA-GBG-0005,KA-GBG,Gadag,6765964201,2009-06-19,17,morning_0600_1400,narcotics,false,false
OFF-0003146,KSP/GBG/003146,Ganesh Raju,M,Sub-Inspector,3,PSI,STN-KA-GBG-0005,KA-GBG,Gadag,7354869201,2014-10-24,11,morning_0600_1400,general,true,true
OFF-0003147,KSP/GBG/003147,Mohan Shetty,M,Head Constable,2,HC,STN-KA-GBG-0005,KA-GBG,Gadag,9589690755,2021-11-08,4,general_0900_1800,women_cell,false,false
OFF-0003148,KSP/GBG/003148,Suma Murthy,F,Sub-Inspector,3,PSI,STN-KA-GBG-0006,KA-GBG,Gadag,7520408838,2014-04-09,12,morning_0600_1400,traffic,true,true
OFF-0003149,KSP/GBG/003149,Rohit Gowda,M,Sub-Inspector,3,PSI,STN-KA-GBG-0006,KA-GBG,Gadag,8685776223,2018-11-04,7,night_2200_0600,traffic,true,false
OFF-0003150,KSP/GBG/003150,Suresh Aras,M,Constable,1,PC,STN-KA-GBG-0006,KA-GBG,Gadag,9926729930,2013-12-10,12,morning_0600_1400,cyber_crime,false,false
OFF-0003151,KSP/GBG/003151,Nirmala Rao,F,Head Constable,2,HC,STN-KA-GBG-0006,KA-GBG,Gadag,9239849944,2020-08-08,5,morning_0600_1400,crime_branch,false,false
OFF-0003152,KSP/GBG/003152,Abhishek Rao,M,Head Constable,2,HC,STN-KA-GBG-0007,KA-GBG,Gadag,8658273191,2002-05-12,24,general_0900_1800,traffic,false,false
OFF-0003153,KSP/GBG/003153,Suresh Murthy,M,Constable,1,PC,STN-KA-GBG-0007,KA-GBG,Gadag,7348066063,2004-08-22,21,general_0900_1800,narcotics,false,false
OFF-0003154,KSP/GBG/003154,Akash Raju,M,Constable,1,PC,STN-KA-GBG-0007,KA-GBG,Gadag,7249472740,1998-07-01,28,morning_0600_1400,juvenile,false,false
OFF-0003155,KSP/GBG/003155,Lakshmi Nambiar,F,ASI,2,APSI,STN-KA-GBG-0007,KA-GBG,Gadag,9219525788,2021-05-28,5,general_0900_1800,crime_branch,true,false
OFF-0003156,KSP/GBG/003156,Prakash Bhat,M,Constable,1,PC,STN-KA-GBG-0008,KA-GBG,Gadag,7407196831,1997-11-14,28,morning_0600_1400,general,false,false
OFF-0003157,KSP/GBG/003157,Rekha Kumar,F,Constable,1,PC,STN-KA-GBG-0008,KA-GBG,Gadag,9958805665,2025-03-22,1,general_0900_1800,women_cell,false,false
OFF-0003158,KSP/GBG/003158,Shivakumar Naik,M,Constable,1,PC,STN-KA-GBG-0008,KA-GBG,Gadag,6126983802,2003-02-26,23,afternoon_1400_2200,traffic,false,false
OFF-0003159,KSP/GBG/003159,Akash Adiga,M,Head Constable,2,HC,STN-KA-GBG-0008,KA-GBG,Gadag,7698682124,2016-02-12,10,general_0900_1800,sb_intelligence,false,false
OFF-0003160,KSP/GBG/003160,Mahesh Thakur,M,Head Constable,2,HC,STN-KA-GBG-0009,KA-GBG,Gadag,9041338579,2018-11-21,7,general_0900_1800,cyber_crime,false,false
OFF-0003161,KSP/GBG/003161,Harsh Lingayat,M,Constable,1,PC,STN-KA-GBG-0009,KA-GBG,Gadag,9755664392,2009-08-24,16,morning_0600_1400,crime_branch,false,false
OFF-0003162,KSP/GBG/003162,Umesh Pillai,M,Constable,1,PC,STN-KA-GBG-0009,KA-GBG,Gadag,9014407137,2006-12-08,19,general_0900_1800,cyber_crime,false,false
OFF-0003163,KSP/GBG/003163,Sandeep Singh,M,Head Constable,2,HC,STN-KA-GBG-0009,KA-GBG,Gadag,8430453590,2023-10-31,2,afternoon_1400_2200,juvenile,false,false
OFF-0003164,KSP/HVR/003164,Shivakumar Aras,M,Head Constable,2,HC,STN-KA-HVR-0000,KA-HVR,Haveri,7027771401,2025-01-03,1,general_0900_1800,traffic,false,false
OFF-0003165,KSP/HVR/003165,Gaurav Kumar,M,Head Constable,2,HC,STN-KA-HVR-0000,KA-HVR,Haveri,7725352789,1999-06-09,27,night_2200_0600,traffic,false,false
OFF-0003166,KSP/HVR/003166,Manjunath Patil,M,Constable,1,PC,STN-KA-HVR-0000,KA-HVR,Haveri,9338262073,1997-04-12,29,general_0900_1800,women_cell,false,false
OFF-0003167,KSP/HVR/003167,Nitya Kumar,F,Head Constable,2,HC,STN-KA-HVR-0000,KA-HVR,Haveri,9523669798,2022-01-06,4,general_0900_1800,general,false,false
OFF-0003168,KSP/HVR/003168,Mohan Reddy,M,DSP,5,DSP,STN-KA-HVR-0001,KA-HVR,Haveri,6900611913,2008-03-23,18,morning_0600_1400,general,false,false
OFF-0003169,KSP/HVR/003169,Srikanth Verma,M,Sub-Inspector,3,PSI,STN-KA-HVR-0001,KA-HVR,Haveri,7459174724,2002-10-26,23,night_2200_0600,women_cell,true,true
OFF-0003170,KSP/HVR/003170,Deepak Shastri,M,Constable,1,PC,STN-KA-HVR-0001,KA-HVR,Haveri,8163097074,2005-05-18,21,general_0900_1800,anti_corruption,false,false
OFF-0003171,KSP/HVR/003171,Nirmala Lingayat,F,Constable,1,PC,STN-KA-HVR-0001,KA-HVR,Haveri,8938738426,2005-05-16,21,afternoon_1400_2200,juvenile,false,false
OFF-0003172,KSP/HVR/003172,Mahesh Singh,M,Constable,1,PC,STN-KA-HVR-0002,KA-HVR,Haveri,9370364994,2011-06-29,15,night_2200_0600,sb_intelligence,false,false
OFF-0003173,KSP/HVR/003173,Deepa Verma,F,ASI,2,APSI,STN-KA-HVR-0002,KA-HVR,Haveri,9766450502,2013-09-10,12,afternoon_1400_2200,narcotics,true,false
OFF-0003174,KSP/HVR/003174,Yogesh Hegde,M,Constable,1,PC,STN-KA-HVR-0002,KA-HVR,Haveri,9918267548,2025-05-15,1,afternoon_1400_2200,anti_corruption,false,false
OFF-0003175,KSP/HVR/003175,Ajay Shetty,M,Inspector,4,PI,STN-KA-HVR-0002,KA-HVR,Haveri,9759431477,2000-06-22,26,morning_0600_1400,general,true,true
OFF-0003176,KSP/HVR/003176,Yogesh Murthy,M,Head Constable,2,HC,STN-KA-HVR-0003,KA-HVR,Haveri,6871780775,1998-03-06,28,morning_0600_1400,crime_branch,false,false
OFF-0003177,KSP/HVR/003177,Vikram Bhat,M,Head Constable,2,HC,STN-KA-HVR-0003,KA-HVR,Haveri,6250582671,2001-11-02,24,afternoon_1400_2200,sb_intelligence,false,false
OFF-0003178,KSP/HVR/003178,Sangeetha Hegde,F,Constable,1,PC,STN-KA-HVR-0003,KA-HVR,Haveri,6161054176,2007-03-20,19,afternoon_1400_2200,general,false,false
OFF-0003179,KSP/HVR/003179,Naveen Lingayat,M,Constable,1,PC,STN-KA-HVR-0003,KA-HVR,Haveri,7879378004,2004-12-06,21,night_2200_0600,crime_branch,false,false
OFF-0003180,KSP/HVR/003180,Akash Tantri,M,DSP,5,DSP,STN-KA-HVR-0003,KA-HVR,Haveri,6009637850,2020-10-13,5,general_0900_1800,sb_intelligence,false,false
OFF-0003181,KSP/HVR/003181,Manjunath Krishnamurthy,M,Constable,1,PC,STN-KA-HVR-0003,KA-HVR,Haveri,8867966256,2025-04-11,1,night_2200_0600,traffic,false,false
OFF-0003182,KSP/HVR/003182,Lakshmi Verma,F,Sub-Inspector,3,PSI,STN-KA-HVR-0004,KA-HVR,Haveri,8635643117,2024-01-14,2,afternoon_1400_2200,anti_corruption,true,true
OFF-0003183,KSP/HVR/003183,Manjunath Sharma,M,Head Constable,2,HC,STN-KA-HVR-0004,KA-HVR,Haveri,6290251899,2003-02-05,23,afternoon_1400_2200,general,false,false
OFF-0003184,KSP/HVR/003184,Madhu Kamath,F,ASI,2,APSI,STN-KA-HVR-0004,KA-HVR,Haveri,9104689689,2015-07-26,10,night_2200_0600,women_cell,true,false
OFF-0003185,KSP/HVR/003185,Arjun Verma,M,Constable,1,PC,STN-KA-HVR-0004,KA-HVR,Haveri,6951565969,2002-02-11,24,night_2200_0600,cyber_crime,false,false
OFF-0003186,KSP/HVR/003186,Vikram Adiga,M,Constable,1,PC,STN-KA-HVR-0005,KA-HVR,Haveri,7099629863,2009-04-02,17,morning_0600_1400,women_cell,false,false
OFF-0003187,KSP/HVR/003187,Ramesh Pillai,M,ASI,2,APSI,STN-KA-HVR-0005,KA-HVR,Haveri,9359939144,2019-05-15,7,afternoon_1400_2200,anti_corruption,true,false
OFF-0003188,KSP/HVR/003188,Shruthi Joshi,F,Constable,1,PC,STN-KA-HVR-0005,KA-HVR,Haveri,8455796927,2017-11-25,8,night_2200_0600,general,false,false
OFF-0003189,KSP/HVR/003189,Rajesh Adiga,M,Constable,1,PC,STN-KA-HVR-0005,KA-HVR,Haveri,9390494313,2013-02-25,13,general_0900_1800,traffic,false,false
OFF-0003190,KSP/HVR/003190,Deepa Thakur,F,Inspector,4,PI,STN-KA-HVR-0005,KA-HVR,Haveri,6182579871,2006-01-31,20,morning_0600_1400,women_cell,true,true
OFF-0003191,KSP/HVR/003191,Kiran Lingayat,M,Head Constable,2,HC,STN-KA-HVR-0006,KA-HVR,Haveri,6753472703,2015-12-20,10,general_0900_1800,traffic,false,false
OFF-0003192,KSP/HVR/003192,Vinay Kamath,M,Constable,1,PC,STN-KA-HVR-0006,KA-HVR,Haveri,6669275665,2015-05-08,11,night_2200_0600,narcotics,false,false
OFF-0003193,KSP/HVR/003193,Harsh Lingayat,M,Constable,1,PC,STN-KA-HVR-0006,KA-HVR,Haveri,8704225054,2015-01-15,11,morning_0600_1400,traffic,false,false
OFF-0003194,KSP/HVR/003194,Kavitha Shetty,F,ASI,2,APSI,STN-KA-HVR-0006,KA-HVR,Haveri,6034745396,1999-11-24,26,morning_0600_1400,cyber_crime,true,false
OFF-0003195,KSP/HVR/003195,Nagaraj Prabhu,M,Head Constable,2,HC,STN-KA-HVR-0007,KA-HVR,Haveri,7966905258,1999-07-08,27,general_0900_1800,juvenile,false,false
OFF-0003196,KSP/HVR/003196,Rohit Desai,M,Head Constable,2,HC,STN-KA-HVR-0007,KA-HVR,Haveri,8041464657,2019-05-24,7,morning_0600_1400,traffic,false,false
OFF-0003197,KSP/HVR/003197,Sangeetha Pillai,F,Inspector,4,PI,STN-KA-HVR-0007,KA-HVR,Haveri,6851037347,1997-12-31,28,general_0900_1800,general,true,true
OFF-0003198,KSP/HVR/003198,Harsh Joshi,M,Head Constable,2,HC,STN-KA-HVR-0007,KA-HVR,Haveri,8791357880,2020-04-22,6,afternoon_1400_2200,crime_branch,false,false
OFF-0003199,KSP/HVR/003199,Mohan Joshi,M,Constable,1,PC,STN-KA-HVR-0008,KA-HVR,Haveri,8029981904,2013-05-06,13,general_0900_1800,crime_branch,false,false
OFF-0003200,KSP/HVR/003200,Ravi Joshi,M,Inspector,4,PI,STN-KA-HVR-0008,KA-HVR,Haveri,6314728770,1997-05-05,29,night_2200_0600,cyber_crime,true,true
OFF-0003201,KSP/HVR/003201,Rekha Gowda,F,Constable,1,PC,STN-KA-HVR-0008,KA-HVR,Haveri,9371918417,2002-06-25,24,afternoon_1400_2200,women_cell,false,false
OFF-0003202,KSP/HVR/003202,Kavitha Gowda,F,ASI,2,APSI,STN-KA-HVR-0008,KA-HVR,Haveri,8030037252,2015-04-18,11,morning_0600_1400,crime_branch,true,false
OFF-0003203,KSP/HVR/003203,Gaurav Swamy,M,Inspector,4,PI,STN-KA-HVR-0009,KA-HVR,Haveri,6698890605,2020-06-17,6,general_0900_1800,sb_intelligence,true,true
OFF-0003204,KSP/HVR/003204,Deepak Bhat,M,Constable,1,PC,STN-KA-HVR-0009,KA-HVR,Haveri,8905308118,2016-11-24,9,morning_0600_1400,juvenile,false,false
OFF-0003205,KSP/HVR/003205,Shivakumar Hegde,M,Sub-Inspector,3,PSI,STN-KA-HVR-0009,KA-HVR,Haveri,8779634044,2007-02-04,19,night_2200_0600,juvenile,true,false
OFF-0003206,KSP/HVR/003206,Nagaraj Verma,M,Head Constable,2,HC,STN-KA-HVR-0009,KA-HVR,Haveri,9126029869,2020-07-17,5,morning_0600_1400,juvenile,false,false
OFF-0003207,KSP/KPT/003207,Seeta Kamath,F,Head Constable,2,HC,STN-KA-KPT-0000,KA-KPT,Koppal,8240284740,1997-04-18,29,night_2200_0600,crime_branch,false,false
OFF-0003208,KSP/KPT/003208,Shivakumar Nambiar,M,Constable,1,PC,STN-KA-KPT-0000,KA-KPT,Koppal,9231660818,2023-07-04,3,afternoon_1400_2200,juvenile,false,false
OFF-0003209,KSP/KPT/003209,Basavaraj Pillai,M,Constable,1,PC,STN-KA-KPT-0000,KA-KPT,Koppal,6079886446,2011-05-05,15,afternoon_1400_2200,cyber_crime,false,false
OFF-0003210,KSP/KPT/003210,Bharathi Gowda,F,Constable,1,PC,STN-KA-KPT-0000,KA-KPT,Koppal,8051843381,2011-01-21,15,morning_0600_1400,cyber_crime,false,false
OFF-0003211,KSP/KPT/003211,Anil Reddy,M,Inspector,4,PI,STN-KA-KPT-0001,KA-KPT,Koppal,6481809587,2013-02-16,13,general_0900_1800,general,true,true
OFF-0003212,KSP/KPT/003212,Deepak Gowda,M,Sub-Inspector,3,PSI,STN-KA-KPT-0001,KA-KPT,Koppal,7121955395,2016-10-24,9,general_0900_1800,cyber_crime,true,false
OFF-0003213,KSP/KPT/003213,Ramesh Pillai,M,Head Constable,2,HC,STN-KA-KPT-0001,KA-KPT,Koppal,8733029261,2004-08-23,21,night_2200_0600,women_cell,false,false
OFF-0003214,KSP/KPT/003214,Arjun Kamath,M,Head Constable,2,HC,STN-KA-KPT-0001,KA-KPT,Koppal,9761995397,2002-02-16,24,morning_0600_1400,anti_corruption,false,false
OFF-0003215,KSP/KPT/003215,Satish Kamath,M,Sub-Inspector,3,PSI,STN-KA-KPT-0001,KA-KPT,Koppal,9097580415,1997-01-20,29,afternoon_1400_2200,crime_branch,true,false
OFF-0003216,KSP/KPT/003216,Nitya Desai,F,Constable,1,PC,STN-KA-KPT-0001,KA-KPT,Koppal,9101687521,1996-10-04,29,general_0900_1800,sb_intelligence,false,false
